what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354565262433
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354565262658
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354565262739
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1354565263264
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354565263475
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354565263739
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566018533
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566020489
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566021311
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566024702
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566025758
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566025953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566028156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566029100
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566033767
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566035090
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566036907
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566055209
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566056183
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566056269
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566056269
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566073772
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566075485
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566075581
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566075582
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354566077091
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566077622
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566077702
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354566083183
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566083406
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566083482
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354566091367
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566092447
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566094818
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1354566095522
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566096420
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566098354
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566100012
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566100094
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566100094
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566105000
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566105000
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354566108902
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566110766
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566113280
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566117241
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566139368
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566140615
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566141452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566141712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566142508
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566142821
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566152982
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566154476
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566156300
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566156325
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566161196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566178388
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566179642
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566180965
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566186729
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566189141
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354566191845
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566193327
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566193830
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566194863
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566195556
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566196590
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354566196744
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566196746
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566198585
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566200391
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566211353
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566211898
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566213944
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566215369
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566217230
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566237051
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566248311
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566251384
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566266202
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566283877
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566284460
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566290517
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566292429
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566292536
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566309338
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566335736
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566339085
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566339770
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566340034
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566365935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566367030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566371867
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566373209
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566379627
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566380899
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566382262
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566383434
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566384153
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566385004
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566385975
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566389631
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566393071
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566393964
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566395285
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566398057
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566399319
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566402625
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566403366
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566406120
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566407407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566409507
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566412943
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566416341
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566421711
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566426608
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566430463
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566433689
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566436828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566442963
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566444473
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566445288
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566458373
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566459057
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566462636
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566464816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566466510
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566472323
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354566472344
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566474234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566489212
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566491489
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566493511
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1354566549817
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566550031
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566550115
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566557351
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566565837
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566566321
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566589236
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566589893
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354566598898
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354566602361
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566606111
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.indent",1354566611699
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.text.c.indent",1354566615119
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1354566647627
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1354566649065
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354566670948
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566675000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354566690879
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566694236
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1354566699719
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1354566700574
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354566708839
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566718150
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1354566719545
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566722132
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1354566757142
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566765344
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1354566785355
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1354566817022
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566818518
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566841284
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566843707
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354566849246
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566849750
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566851507
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566851865
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566852118
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566852383
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566852662
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566853069
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566863226
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354566867350
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566868073
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566868912
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566871526
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566874323
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566876271
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354566880733
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566881391
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1354566881846
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566885059
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566887188
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1354566888719
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1354566892314
